function,address,source_file,category,context,tags,attributes
FUN_0000a2b8,0x0000a2b8,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""924""}"
FUN_0000a300,0x0000a300,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""456""}"
FUN_0000a34c,0x0000a34c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_000090e0,,"{""degree"": ""7"", ""in"": ""0"", ""out"": ""7"", ""size"": ""280""}"
FUN_0000a40c,0xa40c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a4c8,0x0000a4c8,exports/mapping_ROT.BIN.md,mapping,Mapping for ROT.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""444""}"
FUN_0000a4c8,0xa4c8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a4f0,0x0000a4f0,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc08,,"{""degree"": ""6"", ""in"": ""0"", ""out"": ""6"", ""size"": ""252""}"
FUN_0000a4f0,0xa4f0,exports/vertical_secondary_ptr_size_inference.md,vertical,Secondary / mini-vertical allocation size inference,,"{""SizeArg"": ""0x24"", ""StoresTo+0x11c"": ""0"", ""UpdaterCallInWindow"": ""0"", ""ZeroWritesInWindow"": ""0""}"
FUN_0000a534,0xa534,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a5ec,0x0000a5ec,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_00021c64,,"{""degree"": ""2"", ""in"": ""0"", ""out"": ""2"", ""size"": ""60""}"
FUN_0000a628,0x0000a628,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cbd8,,"{""degree"": ""3"", ""in"": ""0"", ""out"": ""3"", ""size"": ""204""}"
FUN_0000a654,0x0000a654,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1584""}"
FUN_0000a654,0xa654,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""8""}"
FUN_0000a6f4,0x0000a6f4,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""6"", ""in"": ""0"", ""out"": ""6"", ""size"": ""224""}"
FUN_0000a6f4,0xa6f4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a6f4,0xa6f4,exports/vertical_secondary_ptr_size_inference.md,vertical,Secondary / mini-vertical allocation size inference,,"{""SizeArg"": ""8"", ""StoresTo+0x11c"": ""0"", ""UpdaterCallInWindow"": ""0"", ""ZeroWritesInWindow"": ""0""}"
FUN_0000a770,0xa770,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a7d4,0x0000a7d4,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_00021c64,,"{""degree"": ""5"", ""in"": ""0"", ""out"": ""5"", ""size"": ""200""}"
FUN_0000a7d4,0xa7d4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000a8c0,0x0000a8c0,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc18,,"{""degree"": ""3"", ""in"": ""0"", ""out"": ""3"", ""size"": ""132""}"
FUN_0000a8d4,0xa8d4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000a8e0,0x0000a8e0,exports/mapping_SYS.BIN.md,mapping,Mapping for SYS.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""564""}"
FUN_0000a944,0x0000a944,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""14"", ""in"": ""0"", ""out"": ""14"", ""size"": ""456""}"
FUN_0000a944,0xa944,exports/vertical_bigstruct_pointer_slots.md,vertical,Big struct pointer slot usage (indices 0x3b / 0x3c),,"{""Reads"": ""2"", ""Writes"": ""2""}"
FUN_0000a944,0xa944,exports/vertical_fastpath_allocation_clusters.md,vertical,Fast-path allocation -> updater clusters,,"{""alloc@"": ""21"", ""dist"": ""5"", ""fast@"": ""26"", ""zeroGateInWindow"": ""0""}"
FUN_0000a944,0xa944,exports/vertical_relaxed_fastpath_allocs.md,vertical,Relaxed fast-path allocation proximity scan,,"{""allocCalls"": ""2"", ""dist"": ""5"", ""fastCalls"": ""2"", ""nearAlloc"": ""1""}"
FUN_0000a944,0xa944,exports/vertical_secondary_ptr_size_inference.md,vertical,Secondary / mini-vertical allocation size inference,,"{""SizeArg"": ""8"", ""StoresTo+0x11c"": ""0"", ""UpdaterCallInWindow"": ""1"", ""ZeroWritesInWindow"": ""1""}"
FUN_0000a944,0xa944,exports/vertical_small_alloc_indexing.md,vertical,Small allocation indexing patterns (slot usage),,"{""SlotLines"": ""4""}"
FUN_0000ac34,0xac34,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000ac5c,0xac5c,exports/vertical_relaxed_fastpath_allocs.md,vertical,Relaxed fast-path allocation proximity scan,,"{""allocCalls"": ""0"", ""fastCalls"": ""1"", ""nearAlloc"": ""0""}"
FUN_0000ac74,0xac74,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000acdc,0xacdc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000ace0,0xace0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000ad70,0xad70,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0000ad70,0xad70,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""14"", ""Source"": ""`uVar3 = *(undefined4 *)(param_1 + 0x24);`""}"
FUN_0000ad78,0xad78,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0000ae1c,0x0000ae1c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc08,,"{""degree"": ""3"", ""in"": ""0"", ""out"": ""3"", ""size"": ""288""}"
FUN_0000ae1c,0xae1c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000ae54,0xae54,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0000ae54,0xae54,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""17"", ""Source"": ""`*(ushort *)(param_3 + 6) = (ushort)*(byte *)(*(int *)(*(int *)(param_1 + 0x24) + 8) + 0x370);`""}"
FUN_0000af3c,0x0000af3c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""13"", ""in"": ""0"", ""out"": ""13"", ""size"": ""3080""}"
FUN_0000af3c,0xaf3c,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`FUN_0001e7b4(param_3 + 0x54,param_2,auStack_20);`"", ""Line"": ""28""}"
FUN_0000af3c,0xaf3c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""8""}"
FUN_0000af3c,0xaf3c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000b09c,0x0000b09c,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_0000b09c,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""224""}"
FUN_0000b09c,0xb09c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0000b09c,0xb09c,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""19"", ""Source"": ""`puVar1 = (undefined4 *)func_0x000ced3c(uVar2,param_2,*(undefined4 *)(param_1 + 0x24));`""}"
FUN_0000b258,0x0000b258,exports/mapping_MNU.BIN.md,mapping,Mapping for MNU.BIN / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""360""}"
FUN_0000c020,0xc020,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""27""}"
FUN_0000c020,0xc020,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000c020,0xc020,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000c020,0xc020,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""12"", ""Source"": ""`func_0x000cd420(*(undefined4 *)(param_1 + 0x24));`""}"
FUN_0000c10c,0xc10c,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""18""}"
FUN_0000c10c,0xc10c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0000c10c,0xc10c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""toggles""}"
FUN_0000c10c,0xc10c,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""9"", ""Source"": ""`func_0x000cd420(*(undefined4 *)(param_1 + 0x24));`""}"
FUN_0000c1b0,0x0000c1b0,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""11"", ""in"": ""0"", ""out"": ""11"", ""size"": ""308""}"
FUN_0000c1b0,0xc1b0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c26c,0xc26c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c2e8,0xc2e8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000c2e8,0xc2e8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""10"", ""Source"": ""`uVar1 = *(uint *)(*(int *)(param_1 + 0x24) + 0x2c);`""}"
FUN_0000c490,0x0000c490,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""9"", ""in"": ""0"", ""out"": ""9"", ""size"": ""704""}"
FUN_0000c710,0xc710,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c8bc,0xc8bc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c910,0xc910,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if (((*(uint *)(param_2 + 0x50) & 1) == 0) \\"", ""Line"": ""18""}"
FUN_0000c910,0xc910,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c910,0xc910,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000c9fc,0xc9fc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if (((*(uint *)(param_2 + 0x50) & 1) == 0) \\"", ""Line"": ""22""}"
FUN_0000c9fc,0xc9fc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000c9fc,0xc9fc,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000c9fc,0xc9fc,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""15"", ""Source"": ""`func_0x000d1578(param_1,&local_20,param_2,*(undefined4 *)(*(int *)(param_1 + 0x24) + 0x14));`""}"
FUN_0000cac8,0xcac8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000cac8,0xcac8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""12"", ""Source"": ""`func_0x000d1578(param_1,&local_20,param_2,*(undefined4 *)(*(int *)(param_1 + 0x24) + 0x14));`""}"
FUN_0000cc00,0x0000cc00,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001ef54,,"{""degree"": ""2"", ""in"": ""0"", ""out"": ""2"", ""size"": ""60""}"
FUN_0000cc3c,0xcc3c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000cce0,0xcce0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0000cce0,0xcce0,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""71"", ""Source"": ""`(iVar3 = func_0x000d13f8(param_1,*(undefined4 *)(*(int *)(param_1 + 0x24) + 8),&local_c8,0x40,`""}"
FUN_0000cd04,0xcd04,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""7"", ""Offset"": ""0x24"", ""ValueExpr"": ""`100`""}"
FUN_0000cd04,0xcd04,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""7"", ""Source"": ""`*(undefined1 *)(param_1 + 0x24) = 100;`""}"
FUN_0000cf48,0xcf48,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""11"", ""Source"": ""`if ((int)*(char *)(param_1 + 0x23) != (int)*(char *)(param_1 + 0x24)) {`""}"
FUN_0000d088,0xd088,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d090,0xd090,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(iVar1 + 0x10) + 0x54))`"", ""Line"": ""22""}"
FUN_0000d090,0xd090,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000d090,0xd090,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000d1c0,0xd1c0,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""other"", ""Line"": ""8"", ""Offset"": ""0x24"", ""ValueExpr"": ""`param_2`""}"
FUN_0000d1c0,0xd1c0,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""8"", ""Source"": ""`*(undefined1 *)(param_1 + 0x24) = param_2;`""}"
FUN_0000d1f4,0x0000d1f4,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_0000d1f4,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""216""}"
FUN_0000d208,0x0000d208,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""10"", ""in"": ""0"", ""out"": ""10"", ""size"": ""368""}"
FUN_0000d318,0xd318,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""12"", ""Source"": ""`param_6 = *(int *)(*(int *)(param_1 + 0x24) + 0xe8);`""}"
FUN_0000d398,0xd398,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`for (iVar3 = *(int *)(iVar6 + iVar5 * 4 + 4); iVar3 != 0; iVar3 = *(int *)(iVar3 + 0x58))`"", ""Line"": ""44""}"
FUN_0000d398,0xd398,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d398,0xd398,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000d3bc,0xd3bc,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d438,0xd438,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d48c,0xd48c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d5c8,0xd5c8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""2"", ""Families"": ""progress""}"
FUN_0000d5cc,0xd5cc,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""8"", ""Source"": ""`if (-1 < *(int *)(*(int *)(param_1 + 0x24) + 0xb0)) {`""}"
FUN_0000d774,0xd774,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""5"", ""Source"": ""`func_0x000d1758(param_1,*(int *)(*(int *)(param_1 + 0x24) + 8) + 8,param_2);`""}"
FUN_0000d7a0,0xd7a0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000d7a0,0xd7a0,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""8"", ""Source"": ""`iVar2 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0000d7d8,0xd7d8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`iVar2 = iVar1 - *(short *)(iVar3 + 0x54);`"", ""Line"": ""11""}"
FUN_0000d7d8,0xd7d8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000d8d4,0xd8d4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000d9a0,0x0000d9a0,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_0000d9a0,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""156""}"
FUN_0000d9a0,0xd9a0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""8""}"
FUN_0000db64,0xdb64,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000dbb4,0xdbb4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""21""}"
FUN_0000dbb4,0xdbb4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000dbb4,0xdbb4,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""12"", ""Source"": ""`*(undefined4 *)(*(int *)(param_1 + 0x24) + 0x20) = _DAT_800c02b0;`""}"
FUN_0000dc64,0xdc64,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000dcd4,0xdcd4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000ddd4,0xddd4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000df30,0xdf30,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0000dfb8,0x0000dfb8,exports/mapping_LEGGIT.EXE.md,mapping,Mapping for LEGGIT.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""1220""}"
FUN_0000e418,0xe418,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0000e5f0,0xe5f0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)((int)puVar1 + 0x5a),1);`"", ""Line"": ""23""}"
FUN_0000e5f0,0xe5f0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0000e5f0,0xe5f0,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000e820,0x0000e820,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""9"", ""in"": ""0"", ""out"": ""9"", ""size"": ""384""}"
FUN_0000e90c,0xe90c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000e9cc,0x0000e9cc,exports/mapping_GAME.BIN.md,mapping,Mapping for GAME.BIN / Seed neighborhoods (2 hops) / FUN_0000e9cc,"physics, gpu","{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""124""}"
FUN_0000ead8,0x0000ead8,exports/mapping_LEGGIT.EXE.md,mapping,Mapping for LEGGIT.EXE / Top hubs (degree-ranked),,"{""degree"": ""0"", ""in"": ""0"", ""out"": ""0"", ""size"": ""708""}"
FUN_0000eb10,0xeb10,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(puVar4 + 0x15) = *(undefined2 *)((int)puVar4 + 0x56);`"", ""Line"": ""38""}"
FUN_0000eb10,0xeb10,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""progress""}"
FUN_0000ebe8,0xebe8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""6""}"
FUN_0000ebe8,0xebe8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""step_scale""}"
FUN_0000edc8,0x0000edc8,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0000edc8,"physics, gpu","{""degree"": ""1"", ""in"": ""0"", ""out"": ""1"", ""size"": ""172""}"
FUN_0000ef68,0xef68,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(iVar1 + 0x58) = param_3;`"", ""Line"": ""11""}"
FUN_0000ef68,0xef68,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000eff8,0xeff8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(iVar1 + 0x58) = param_2;`"", ""Line"": ""11""}"
FUN_0000eff8,0xeff8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000f060,0xf060,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(iVar1 + 0x58) = param_3;`"", ""Line"": ""11""}"
FUN_0000f060,0xf060,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0000f464,0xf464,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0000f464,0xf464,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""step_scale""}"
