symbol,canonical_address_hex,observations,distinct_addresses,category_list,map_file_count,example_map_file
GsTMDfastG3L,0x80112ECC,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG3LFG,0x8011305C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG3MFG,0x8010BDE4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastG3NL,0x80112D8C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4GL,0x80110804,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4GLFG,0x80110A84,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4GNL,0x80110D04,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4L,0x801134E8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4LFG,0x801136C8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastG4M,0x8010CB74,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastG4MFG,0x8010D0D4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastG4NL,0x80113374,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastNF3,0x80112164,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastNF4,0x80112674,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastNG3,0x80112C44,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastNG4,0x801131F4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF3L,0x80113B84,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF3LFG,0x80113CF4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF3M,0x8010E8B4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTF3MFG,0x8010EC74,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTF3NL,0x80113A20,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF4L,0x801141A0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF4LFG,0x8011434C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTF4M,0x8010F834,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTF4MFG,0x8010FCA4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTF4NL,0x80114004,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG3L,0x801147D8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG3LFG,0x8011498C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG3M,0x8010C234,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTG3MFG,0x8010C6D4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTG3NL,0x8011467C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG4L,0x80114E98,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG4LFG,0x801150A4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTG4M,0x8010D634,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTG4MFG,0x8010DC04,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
GsTMDfastTG4NL,0x80114D00,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTNF3,0x801138B4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTNF4,0x80113E64,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTNG3,0x80114504,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTMDfastTNG4,0x80114B44,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTON,0x801A59A0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsTRATE,0x801A0E54,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsWSMATRIX,0x801A4098,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsWSMATRIX_ORG,0x801A3748,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
GsZOVER,0x801A0F6C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
Gssub_make_matrix,0x80109334,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
HCOUNT,0x80015560,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
HINFO,0x800A0D80,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
HOOKENTRYINT,0x80011A4C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
HWD0,0x801A4054,4,8,graphics;io;module;ui,18,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
Hcount,0x8001D7EC,4,17,audio;cdrom;graphics;module;ui,38,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
HookEntryInt,0x80017A70,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
ICONTIM,0x80010000,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ICON_INFO,0x80099EE8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INF,0x8009E534,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INITCARD,0x800278D0,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INITCARD2,0x8002798C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INITFLAME,0x80010494,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
INITGEOM,0x80011A9C,2,3,audio;graphics,6,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INITHEAP,0x80011A0C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INITIALISE_SOUND,0x80026844,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INITMUSICSYSTEM,0x8008C57C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INITPAD,0x80027DA4,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INITPAD2,0x80027E34,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INITSCREEN,0x80010938,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
INITSPUCHANNEL,0x8008C898,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INITSPUHARDWARE,0x80081A38,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INITXMDATA,0x80088A0C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INIT_CARDS,0x8001363C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INIT_GRAPH,0x80010A48,2,3,audio;graphics,6,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INIT_MARVIN,0x800188A8,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INIT_PRIM,0x80018790,2,3,io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INIT_RING_STATUS,0x8002F998,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INIT_SAVE_PRIM,0x8001D78C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INIT_SOUND,0x8008E96C,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INIT_TEXT_PRIM,0x8001D4CC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INIT_TIM,0x8001C0F4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INPUT_BUFFER,0x800C7B38,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INSTALLEXCEPTIONHANDLER,0x80025BD8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
INTERPOLATE,0x800885D8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
INTERRUPTCALLBACK,0x80010F34,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
INTVOLS,0x8008BDB4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
ISENDPRIM,0x800120F0,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
IVABID,0x80091274,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
InitControllers,0x8001A0B8,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
InitEnvs,0x800105E8,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
InitGeom,0x80016B9C,4,9,cdrom;graphics;module;ui,22,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
InitHeap,0x8001804C,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
InitPAD,0x80120168,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
InitPAD2,0x801203C4,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
InitSys,0x8001058C,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
InterruptCallback,0x80017360,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
Intpl,0x80111E1C,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
InvSquareRoot,0x80111154,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
IsEndPrim,0x800137A0,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
JCALCPAT,0x8008B474,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPCLEARSPUFLAGS,0x8008D07C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPERROR,0x80091264,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPGETPERIOD,0x800886F4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPLAYEFFECTS,0x80089484,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPLAYNOTE,0x80089228,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JPPER,0x800919D4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
JP_DO_NOTHING,0x80095FC4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEYONCHECK,0x8009A8C4,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
KEY_LD,0x8008EB7F,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_LL,0x8008EB7C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_LR,0x8008EB7D,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_LU,0x8008EB7E,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_RD,0x8008EB80,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_RL,0x8008EB82,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_RR,0x8008EB83,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KEY_RU,0x8008EB81,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
KMAXPROGRAMS,0x800C7B34,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
KeyOnCheck,0x800194A8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
LINTAB,0x800912E4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_LD,0x8008EB84,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_LL,0x8008EB86,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_LR,0x8008EB87,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_LU,0x8008EB85,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_RD,0x8008EB88,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_RL,0x8008EB8A,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_RR,0x8008EB8B,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LKEY_RU,0x8008EB89,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LOADCLUT,0x80011D08,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
LOADCLUT2,0x80011D70,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
LOADIMAGE,0x80012E54,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
LOADIMAGE2,0x80087238,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LOADTPAGE,0x80011C1C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
LOAD_CARD,0x80014394,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOAD_CD,0x800130CC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOAD_ERROR_MESSAGE_TPAGE,0x800220B4,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOAD_GAME,0x80021558,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOAD_ICON,0x800145FC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOAD_TEXTURE,0x80081BFC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LOAD_VAB,0x800268BC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
LOGTAB,0x800918E4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
LSEEK,0x80090664,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
LastApp,0x800152B8,2,2,unknown,4,assets/psyq_sdk/psyq/opm/launcher/launch.map
LightColor,0x80111D90,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
LoadAddress,0x800100B8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
LoadClut,0x80012918,4,12,audio;cdrom;graphics;module;ui,26,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
LoadClut2,0x80012980,4,12,audio;cdrom;graphics;module;ui,26,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
LoadImage,0x80014504,4,17,audio;cdrom;graphics;module;ui,38,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
LoadImage2,0x80106ED4,4,6,audio;cdrom;graphics,14,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
LoadProg,0x80010460,2,4,unknown,8,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
LoadTPage,0x8001282C,4,12,audio;cdrom;graphics;module;ui,26,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
LocalLight,0x80116094,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
Lzc,0x80111F84,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
MAIN,0x800103AC,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MAIN_MENU,0x8008B7D4,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MAIN_TUNE,0x800269DC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MALLOC,0x800885A8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MARGEPRIM,0x8001252C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MARVINDATA,0x80010000,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MDEC_vlc,0x80023EE8,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
MDEC_vlc2,0x8002421C,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
MDEC_vlc_brk,0x80023EB8,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
MEMCHR,0x80038990,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MEMCPY,0x8001550C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MEMMOVE,0x800389A0,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MEMSET,0x8001E07C,2,4,audio;io,8,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MENU,0x80012684,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MENU_TEST,0x800227D8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MESSAGE_FUDGE,0x8008CEA0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MH,0x8009E4FC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MHU,0x8009E540,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MODIFYRND,0x80010A20,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
MONOMODE,0x80091268,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MOVEFLAME,0x800104DC,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/flame/main.map
MOVEIMAGE,0x80012F1C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MOVEIMAGE2,0x80087410,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MOVE_MENU,0x80023A44,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
MS,0x8009E500,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MU,0x8009E504,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
MUSIC_MENU,0x8008C4DC,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MUSIC_OFF,0x8008EB20,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MUSIC_ON,0x8008EAD0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
MargePrim,0x80013BDC,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
MatrixNormal,0x80111314,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
MoveImage,0x800145CC,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
MoveImage2,0x801070AC,4,6,audio;cdrom;graphics,14,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
MulMatrix,0x80111904,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
MulMatrix0,0x80111404,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
MulMatrix2,0x80111A14,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NEW_TEXT,0x8001CE28,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
NEXTFILE,0x80027CFC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NEXTPRIM,0x800120D4,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NOTE2PITCH,0x80033E48,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NOTE2PITCH2,0x80033F00,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NO_BLOCKING_ACCESS_TEST,0x8008D200,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NO_BLOCK_READ,0x8008D3C0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NO_BLOCK_WRITE,0x8008D79C,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
NO_CARD,0x8001F788,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
NO_FORMAT,0x8001FAE0,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
NO_ROOM,0x8002051C,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
NextPrim,0x80013784,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
Normal,0x801A10A8,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
NormalColor,0x801160D4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NormalColor3,0x801160F0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NormalColorCol,0x80116198,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NormalColorCol3,0x801161B8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NormalColorDpq,0x8011612C,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
NormalColorDpq3,0x80116150,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
OLD_CARD_FILES,0x800A21F4,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
OPEN,0x80027C9C,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
OPENEVENT,0x80027C1C,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
ORDER_LIST,0x800E0890,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
OTTags,0x80066470,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
OUTPUT_BUFFER,0x800A69C0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
OVERWRITE,0x80020ACC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
Objnum,0x801A1EB8,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
OpenEvent,0x80018480,2,8,audio;cdrom;graphics;module;ui,16,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
OpenTIM,0x80017338,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
OpenTMD,0x800173B0,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/scee/graphics/chrome2/main.map
OuterProduct0,0x80111F2C,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
OuterProduct12,0x80111ED4,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
PACKEDCALCPLAYPOS,0x8008B3A4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
PAD_INIT,0x80027D3C,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
PAD_INIT2,0x80027E54,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
PAD_dr,0x8001711C,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
PAD_init,0x8001710C,4,16,audio;cdrom;graphics;module;ui,36,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
PAD_init2,0x801203F4,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
PALTYPE,0x80095FC8,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
PCclose,0x80017E98,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
PCinit,0x8001805C,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
PClseek,0x80017EA8,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
PCopen,0x80017E78,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
PCread,0x80018068,4,1,graphics,4,assets/psyq_sdk/psyq/addons/scee/subdiv/main.map
PLAYSFX,0x8008C800,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
POSITION,0x801A1EE0,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
POWER_FADE,0x8001C288,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
POWER_LINE,0x8001C4F8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
PRINTF,0x8001551C,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
PROCESSENVELOPE,0x8008BE44,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
